ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
55,Wisconsin,WI,55049,Iowa,55049,"Iowa County, Wisconsin",762.6981317,23632,0,10944,64,9811,142,3256,378,275,102,1991,209,765,101,805,140,4382,19,5358,18,2606,238,434,89,36,60,1324,152,398,135,385,67,72,29,312,108,211,74,13.9,1.6,2.1,0.8,20.3,2.1,4.6,0.6,3.4,0.6,18.5,0.1,22.7,0.1,11.1,1,4.4,0.9,0.2,0.3,5.6,0.6,3.6,1.2,3.5,0.6,0.7,0.3,3.2,1.1,0.9,0.3,0.1268,0.0423,0.2958,0.0845,0.0423,0.5917,0,0.4225,0.7606,0.169,0.2958,0.1127,1.7606,0.0704,0.1831,0.1831,0.1831,0.3944,0.2817,0.0563,0.0423,0.0986,0.8733,0.0141,3.4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20640,2703,288,196,50,455,0,157,15,53,38,22,26,401,118,40,40,11.5,0,0.8,0.2,1.9,0,0.7,0.1,0.2,0.2,0.1,0.1,1.7,0.5,0.2,0.2
55,Wisconsin,WI,55051,Iron,55051,"Iron County, Wisconsin",758.2082867,5679,0,6094,74,2859,148,1311,141,145,39,852,109,224,41,312,70,1751,13,834,35,1054,94,88,23,0,52,265,73,192,46,261,63,30,17,156,52,119,79,23.6,2.5,5.5,1.5,29.8,3.5,4.9,0.9,5.6,1.3,30.8,0.2,14.7,0.6,18.9,1.6,3.1,0.8,0,0.9,4.7,1.3,3.2,0.8,4.3,1,1,0.6,5.5,1.7,2.1,1.4,0.8592,0.9014,0.0423,0.1127,0.4648,2.3804,0.4648,0.9859,0,0.9859,0.0563,0,2.0281,0.2254,0.0704,0.0704,0.0704,0.3099,0.3803,0.1408,0.6479,0.5634,2.0423,0.2958,6.5212,0.1972,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,4795,853,160,10,8,77,0,25,8,63,29,0,13,90,30,0,0,15.3,0.2,0.2,0.1,1.4,0,0.4,0.1,1.1,0.5,0,0.4,1.6,0.5,0,0.4
55,Wisconsin,WI,55053,Jackson,55053,"Jackson County, Wisconsin",987.9144604,20556,0,9964,100,8246,188,4383,329,511,96,1976,193,1391,143,1685,264,3877,14,4488,0,2639,202,539,115,195,85,2884,1101,285,117,1094,122,207,60,403,83,1244,217,22.8,1.7,5.2,0.9,24,2.3,9.5,1,8.7,1.3,18.9,0.1,21.8,0,13.6,1,6.5,1.4,1,0.4,14,5.4,2.9,1.2,11,1.2,2.5,0.7,4.9,1,6.1,1.1,0.7746,0.8873,0.2817,0.8169,0.9155,3.676,0.9577,0.4789,0.662,0.5915,0.9155,0.7183,3.3662,0.9718,0.8028,0.8028,0.8028,0.2254,0.8873,0.9155,0.4789,0.9437,3.4508,0.9437,11.2958,0.9859,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,4,18596,3145,469,403,75,745,0,102,26,1093,83,12,15,511,105,18,18,16.3,0.2,2,0.4,3.6,0,0.5,0.1,5.3,0.4,0.1,0.1,2.5,0.5,0.1,0.1
55,Wisconsin,WI,55055,Jefferson,55055,"Jefferson County, Wisconsin",556.4920597,84837,0,36010,166,33349,423,11857,1038,1559,276,8099,602,4703,504,3574,420,14497,61,17886,0,9534,629,1877,283,746,225,8988,286,2330,302,1574,258,602,173,1264,252,3387,345,14.5,1.3,3.3,0.6,24.3,1.8,8,0.9,4.2,0.5,17.1,0.1,21.1,0,11.3,0.7,5.6,0.8,0.9,0.3,10.6,0.3,6.5,0.8,4.4,0.7,1.8,0.5,3.8,0.8,4,0.4,0.1831,0.4789,0.7746,0.507,0.1972,2.1408,0.3099,0.2535,0.5211,0.1972,0.8169,0.6338,2.4225,0.5211,0.6479,0.6479,0.6479,0.6338,0.4085,0.7042,0.1972,0.8169,2.7606,0.6056,7.9718,0.4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77712,8449,981,599,103,6148,0,451,127,83,58,0,22,1693,218,14,14,10.4,0,0.7,0.1,7.2,0,0.5,0.2,0.1,0.1,0,0.1,2,0.3,0,0.1
55,Wisconsin,WI,55057,Juneau,55057,"Juneau County, Wisconsin",767.0802496,26603,0,15228,238,10779,330,6121,657,489,111,2650,237,1999,195,1662,323,5430,54,5343,0,4201,314,438,96,126,77,2303,275,504,97,2910,236,219,84,349,68,2016,399,24.4,2.6,3.8,0.9,24.6,2.1,10.2,1,6.6,1.3,20.4,0.2,20.1,0,16.7,1.2,4.1,0.9,0.5,0.3,8.7,1,3.3,0.6,19.1,1.6,2,0.8,3.2,0.6,7.6,1.5,0.8873,0.6338,0.4085,0.8873,0.6338,3.4507,0.8873,0.5634,0.3239,0.8732,0.2394,0.338,2.3379,0.4507,0.493,0.493,0.493,0.338,0.9859,0.8028,0.0423,0.9859,3.1549,0.831,9.4365,0.7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,22913,3921,646,620,50,855,0,122,27,249,59,6,12,441,101,10,10,15.9,0.3,2.3,0.2,3.2,0,0.5,0.1,0.9,0.2,0,0.1,1.7,0.4,0,0.1
55,Wisconsin,WI,55059,Kenosha,55059,"Kenosha County, Wisconsin",271.836832,168998,0,70755,134,64595,621,31567,1942,5877,606,17234,974,11204,824,11136,1328,23844,100,38600,34,21492,1041,4931,579,2752,604,42225,930,8234,767,2394,359,984,234,3552,452,4249,301,19.2,1.2,6.4,0.7,26.7,1.5,9.8,0.7,6.7,0.8,14.1,0.1,22.8,0,12.9,0.6,7.6,0.9,1.7,0.4,25,0.6,11.6,1.1,3.4,0.5,1.5,0.4,5.5,0.7,2.5,0.2,0.5352,0.9859,0.9296,0.8592,0.6761,3.986,0.9859,0.0423,0.7746,0.4648,0.9577,0.9577,3.1971,0.8873,0.9577,0.9577,0.9577,0.9296,0.2676,0.493,0.6479,0.6197,2.9578,0.7606,11.0986,0.9718,0,1,1,0,0,2,0,0,0,1,1,2,1,1,1,0,0,0,0,1,6,160997,16520,1279,11274,439,22782,0,2681,227,492,101,59,33,4635,579,302,302,10,0,6.7,0.3,13.5,0,1.6,0.1,0.3,0.1,0,0.1,2.7,0.3,0.2,0.1
55,Wisconsin,WI,55061,Kewaunee,55061,"Kewaunee County, Wisconsin",342.45386,20398,0,9442,75,8249,234,2530,327,218,53,1461,174,924,142,819,155,4210,45,4324,45,2547,258,348,94,106,71,1183,130,277,87,523,98,111,40,350,92,168,79,12.5,1.6,2,0.5,17.7,2,6.4,1,4,0.8,20.6,0.2,21.2,0.2,12.6,1.3,4.2,1.1,0.5,0.4,5.8,0.6,2.9,0.9,5.5,1,1.3,0.5,4.2,1.1,0.8,0.4,0.0704,0.0282,0.1268,0.2817,0.1408,0.6479,0.0141,0.6056,0.5352,0.4507,0.2535,0.338,2.183,0.3239,0.1972,0.1972,0.1972,0.2254,0.507,0.338,0.3099,0.0423,1.4226,0.0986,4.4507,0.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17118,2559,292,139,34,650,0,89,26,107,44,0,17,190,59,8,8,12.6,0.1,0.7,0.2,3.2,0,0.4,0.1,0.5,0.2,0,0.1,0.9,0.3,0,0.1
55,Wisconsin,WI,55063,La Crosse,55063,"La Crosse County, Wisconsin",451.8035704,118168,0,50680,209,48105,522,21356,1496,2237,450,12023,816,3599,444,5084,711,19274,130,23367,0,13243,844,2434,390,1243,310,12582,706,7375,553,2019,240,574,181,3246,511,5081,466,18.8,1.3,3.5,0.7,25,1.7,4.7,0.6,4.4,0.6,16.3,0.1,19.8,0,11.3,0.7,5.1,0.8,1.1,0.3,10.6,0.6,14.6,1.1,4,0.5,1.2,0.4,6.7,1.1,4.3,0.4,0.4648,0.5634,0.8732,0.0986,0.2394,2.2394,0.3662,0.169,0.2676,0.1972,0.5915,0.7887,2.014,0.2113,0.6479,0.6479,0.6479,0.9718,0.3521,0.2958,0.8592,0.831,3.3099,0.8732,8.2112,0.5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,134530,10725,1158,1940,233,2355,0,5072,354,258,99,16,21,2774,480,167,167,9.5,0,1.6,0.2,2,0,4.3,0.3,0.2,0.1,0,0.1,2.3,0.4,0.1,0.1
55,Wisconsin,WI,55065,Lafayette,55065,"Lafayette County, Wisconsin",633.5877553,16682,0,7325,50,6777,97,3369,289,150,33,1399,120,965,124,1485,214,3153,33,4041,18,1998,151,329,50,207,84,1059,70,159,32,367,67,123,36,344,54,110,30,20.4,1.7,1.8,0.4,20.6,1.7,8.5,1.1,8.9,1.3,18.9,0.2,24.2,0.1,12,0.9,4.9,0.7,1.3,0.5,6.3,0.4,2.2,0.4,5,0.9,1.8,0.5,5.1,0.8,0.7,0.2,0.6338,0,0.0704,0.662,0.9296,2.2958,0.4225,0.4789,0.9155,0.3239,0.507,0.8592,3.0845,0.8732,0.2958,0.2958,0.2958,0.1549,0.4648,0.7042,0.507,0.0141,1.845,0.2254,7.5211,0.3803,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,10676,3211,308,93,13,680,0,75,19,49,12,0,15,153,42,9,9,19.4,0,0.6,0.1,4.1,0,0.4,0.1,0.3,0.1,0,0.1,0.9,0.3,0.1,0.1
55,Wisconsin,WI,55067,Langlade,55067,"Langlade County, Wisconsin",870.6979028,19167,0,12614,84,8539,291,4308,682,444,153,1540,214,1432,182,1035,213,4571,39,3717,73,3111,354,454,133,42,62,1248,164,546,148,907,109,72,46,445,137,227,86,22.8,3.6,4.8,1.6,18,2.4,10.2,1.3,5.5,1.1,23.8,0.2,19.4,0.4,16.4,1.9,5.3,1.5,0.2,0.3,6.5,0.9,4.3,1.2,7.2,0.9,0.8,0.5,5.2,1.6,1.2,0.4,0.7746,0.831,0.1408,0.8873,0.4366,3.0703,0.7465,0.8028,0.2113,0.8169,0.7042,0.1127,2.6479,0.6479,0.3239,0.3239,0.3239,0.4648,0.7183,0.0704,0.5493,0.2113,2.0141,0.2676,8.0562,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17588,3016,380,128,57,417,0,41,26,117,59,2,3,506,84,37,37,15.9,0.1,0.7,0.3,2.2,0,0.2,0.1,0.6,0.3,0,0.1,2.6,0.4,0.2,0.3
55,Wisconsin,WI,55069,Lincoln,55069,"Lincoln County, Wisconsin",878.7034934,27687,0,17224,101,12654,266,4808,444,548,117,2542,281,1700,211,1043,212,5967,23,5087,61,3854,341,501,117,41,63,1429,160,599,148,1181,160,124,55,707,126,688,181,17.8,1.6,3.9,0.8,20.1,2.2,8.2,1,3.8,0.8,21.6,0.1,18.4,0.2,14.2,1.2,4,0.9,0.2,0.2,5.2,0.6,3.5,0.9,6.9,0.9,1,0.4,5.6,1,2.5,0.7,0.4085,0.6479,0.3521,0.5775,0.0986,2.0846,0.2817,0.6761,0.1408,0.6761,0.169,0.1127,1.7747,0.0845,0.0986,0.0986,0.0986,0.3521,0.7042,0.1408,0.6761,0.6197,2.4929,0.4507,6.4508,0.1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23983,4088,406,186,53,522,0,87,28,117,67,0,17,483,80,34,34,15.1,0.1,0.7,0.2,1.9,0,0.3,0.1,0.4,0.2,0,0.1,1.7,0.3,0.1,0.2
55,Wisconsin,WI,55071,Manitowoc,55071,"Manitowoc County, Wisconsin",589.3059258,78977,0,37538,168,34435,476,12774,977,992,176,6226,530,3958,375,3200,370,16092,105,16280,0,9798,630,1693,251,955,211,8013,484,2398,323,1194,221,385,105,2251,336,1053,302,16.4,1.3,2.4,0.4,18.1,1.5,7,0.7,4.1,0.5,20.4,0.1,20.6,0,12.5,0.8,4.9,0.7,1.3,0.3,10.1,0.6,6.4,0.9,3.2,0.6,1.1,0.3,6.5,1,1.3,0.4,0.3239,0.1831,0.6761,0.3662,0.169,1.7183,0.169,0.5634,0.4366,0.4366,0.507,0.8592,2.8028,0.7465,0.6197,0.6197,0.6197,0.6197,0.2394,0.2113,0.8169,0.3239,2.2112,0.3803,7.352,0.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75104,8765,645,843,130,3377,0,2160,200,318,120,8,13,1252,271,55,55,11.2,0,1.1,0.2,4.3,0,2.7,0.3,0.4,0.2,0,0.1,1.6,0.3,0.1,0.1
55,Wisconsin,WI,55073,Marathon,55073,"Marathon County, Wisconsin",1545.194011,135485,0,59633,142,55998,410,21548,1284,2175,392,11528,783,7171,433,8060,671,23757,91,30987,0,15873,859,2677,435,1692,283,17001,898,5192,504,1780,258,1177,233,2884,404,1548,238,16.2,1,3,0.5,20.6,1.4,7.6,0.5,6,0.5,17.5,0.1,22.9,0,11.8,0.6,4.8,0.8,1.3,0.2,12.5,0.7,8.7,0.8,3,0.4,2.1,0.4,5.2,0.7,1.1,0.2,0.2817,0.3521,0.8592,0.4366,0.5493,2.4789,0.507,0.2817,0.8028,0.2817,0.3803,0.8592,2.6057,0.6338,0.7465,0.7465,0.7465,0.8169,0.2113,0.8592,0.5493,0.169,2.6057,0.5352,8.4368,0.6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137974,14268,818,643,219,3905,0,7348,275,214,63,35,55,3674,348,1182,1182,10.7,0,0.5,0.2,2.9,0,5.4,0.2,0.2,0.1,0,0.1,2.7,0.3,0.9,0.5
55,Wisconsin,WI,55075,Marinette,55075,"Marinette County, Wisconsin",1399.464941,40312,0,30910,127,18869,385,8264,893,862,145,3987,383,2710,347,1958,354,9534,37,7622,32,6965,580,825,180,48,77,1971,226,1224,211,4516,387,277,95,1247,306,798,208,21,2.3,4.4,0.7,21.1,2,9,1.2,4.9,0.9,23.7,0.1,18.9,0.1,17.5,1.5,4.4,0.9,0.1,0.2,4.9,0.6,4,0.7,14.6,1.3,1.5,0.5,6.6,1.6,2,0.5,0.6901,0.8028,0.5493,0.7465,0.3239,3.1126,0.7746,0.7887,0.1831,0.9296,0.2958,0.0563,2.2535,0.3662,0.0845,0.0845,0.0845,0.4225,0.9718,0.493,0.8451,0.5211,3.2535,0.8592,8.7041,0.6761,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,39495,6145,560,284,52,757,0,132,30,198,59,21,39,568,83,11,11,15.6,0.1,0.7,0.1,1.9,0,0.3,0.1,0.5,0.1,0.1,0.1,1.4,0.2,0,0.1
